,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
3760,advance,https://www.dictionary.com/browse/advance,1,going or placed before: an advance section of a train.,"['going', 'or', 'placed', 'before', ':', 'an', 'advance', 'section', 'of', 'a', 'train', '.']","['VERB', 'CCONJ', 'VERB', 'ADV', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb cconj verb adv punct det adj noun adp det noun punct,going or placed before: an advance section of a train.verb cconj verb adv punct det adj noun adp det noun punct,12
3761,dress,https://www.dictionary.com/browse/dress,1,of or for a dress or dresses.,"['of', 'or', 'for', 'a', 'dress', 'or', 'dresses', '.']","['ADP', 'CCONJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",adp cconj adp det noun cconj noun punct,of or for a dress or dresses.adp cconj adp det noun cconj noun punct,8
3762,iron,https://www.dictionary.com/browse/iron,1,"of, containing, or made of iron: an iron skillet.","['of', ',', 'containing', ',', 'or', 'made', 'of', 'iron', ':', 'an', 'iron', 'skillet', '.']","['ADP', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adp punct verb punct cconj verb adp noun punct det noun noun punct,"of, containing, or made of iron: an iron skillet.adp punct verb punct cconj verb adp noun punct det noun noun punct",13
3763,motor,https://www.dictionary.com/browse/motor,1,pertaining to or operated by a motor.,"['pertaining', 'to', 'or', 'operated', 'by', 'a', 'motor', '.']","['VERB', 'ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb adp cconj verb adp det noun punct,pertaining to or operated by a motor.verb adp cconj verb adp det noun punct,8
3764,potential,https://www.dictionary.com/browse/potential,1,"possible, as opposed to actual: the potential uses of nuclear energy.","['possible', ',', 'as', 'opposed', 'to', 'actual', ':', 'the', 'potential', 'uses', 'of', 'nuclear', 'energy', '.']","['ADJ', 'PUNCT', 'SCONJ', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",adj punct sconj verb adp adj punct det adj noun adp adj noun punct,"possible, as opposed to actual: the potential uses of nuclear energy.adj punct sconj verb adp adj punct det adj noun adp adj noun punct",14
3765,champion,https://www.dictionary.com/browse/champion,1,first among all contestants or competitors.,"['first', 'among', 'all', 'contestants', 'or', 'competitors', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",adv adp det noun cconj noun punct,first among all contestants or competitors.adv adp det noun cconj noun punct,7
3766,chief,https://www.dictionary.com/browse/chief,1,highest in rank or authority: the chief priest; the chief administrator.,"['highest', 'in', 'rank', 'or', 'authority', ':', 'the', 'chief', 'priest', ';', 'the', 'chief', 'administrator', '.']","['ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj adp noun cconj noun punct det adj noun punct det adj noun punct,highest in rank or authority: the chief priest; the chief administrator.adj adp noun cconj noun punct det adj noun punct det adj noun punct,14
3767,round,https://www.dictionary.com/browse/round,1,"having a flat, circular surface, as a disk.","['having', 'a', 'flat', ',', 'circular', 'surface', ',', 'as', 'a', 'disk', '.']","['VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb det adj punct adj noun punct adp det noun punct,"having a flat, circular surface, as a disk.verb det adj punct adj noun punct adp det noun punct",11
3768,warning,https://www.dictionary.com/browse/warning,1,"serving to warn, advise, caution: a warning bell.","['serving', 'to', 'warn', ',', 'advise', ',', 'caution', ':', 'a', 'warning', 'bell', '.']","['VERB', 'PART', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT']",verb part verb punct noun punct noun punct det verb noun punct,"serving to warn, advise, caution: a warning bell.verb part verb punct noun punct noun punct det verb noun punct",12
3769,diet,https://www.dictionary.com/browse/diet,1,suitable for consumption as part of a selection of food intended to induce weight loss: i usually drink diet soft drinks.,"['suitable', 'for', 'consumption', 'as', 'part', 'of', 'a', 'selection', 'of', 'food', 'intended', 'to', 'induce', 'weight', 'loss', ':', 'i', 'usually', 'drink', 'diet', 'soft', 'drinks', '.']","['ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']",adj adp noun adp noun adp det noun adp noun verb part verb noun noun punct pron adv verb noun adj noun punct,suitable for consumption as part of a selection of food intended to induce weight loss: i usually drink diet soft drinks.adj adp noun adp noun adp det noun adp noun verb part verb noun noun punct pron adv verb noun adj noun punct,23
3770,signal,https://www.dictionary.com/browse/signal,1,serving as a signal; used in signaling: a signal flag.,"['serving', 'as', 'a', 'signal', ';', 'used', 'in', 'signaling', ':', 'a', 'signal', 'flag', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",verb adp det noun punct verb adp noun punct det noun noun punct,serving as a signal; used in signaling: a signal flag.verb adp det noun punct verb adp noun punct det noun noun punct,13
3771,working,https://www.dictionary.com/browse/working,1,"doing some form of work  or labor, especially manual, mechanical, or industrial work, as for a living: a working person.","['doing', 'some', 'form', 'of', 'work', ' ', 'or', 'labor', ',', 'especially', 'manual', ',', 'mechanical', ',', 'or', 'industrial', 'work', ',', 'as', 'for', 'a', 'living', ':', 'a', 'working', 'person', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT']",verb det noun adp noun space cconj noun punct adv adj punct adj punct cconj adj noun punct adp adp det noun punct det verb noun punct,"doing some form of work  or labor, especially manual, mechanical, or industrial work, as for a living: a working person.verb det noun adp noun space cconj noun punct adv adj punct adj punct cconj adj noun punct adp adp det noun punct det verb noun punct",27
3772,plane,https://www.dictionary.com/browse/plane,1,"flat or level, as a surface.","['flat', 'or', 'level', ',', 'as', 'a', 'surface', '.']","['ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']",adj cconj adj punct adp det noun punct,"flat or level, as a surface.adj cconj adj punct adp det noun punct",8
3773,plastic,https://www.dictionary.com/browse/plastic,1,capable of being molded or of receiving form: clay and other plastic substances.,"['capable', 'of', 'being', 'molded', 'or', 'of', 'receiving', 'form', ':', 'clay', 'and', 'other', 'plastic', 'substances', '.']","['ADJ', 'ADP', 'AUX', 'VERB', 'CCONJ', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",adj adp aux verb cconj adp verb noun punct noun cconj adj adj noun punct,capable of being molded or of receiving form: clay and other plastic substances.adj adp aux verb cconj adp verb noun punct noun cconj adj adj noun punct,15
3774,shadow,https://www.dictionary.com/browse/shadow,1,of or relating to a shadow cabinet. ,"['of', 'or', 'relating', 'to', 'a', 'shadow', 'cabinet', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adp cconj verb adp det noun noun punct,of or relating to a shadow cabinet. adp cconj verb adp det noun noun punct,8
3775,beauty,https://www.dictionary.com/browse/beauty,1,"relating to or being something intended to enhance a person’s physical attractiveness: they have a wonderful handcrafted line of natural beauty products, including soaps, lip balm, scented oils, and moisturizer.make time for yourself and book a relaxing beauty treatment in our first-class spa.","['relating', 'to', 'or', 'being', 'something', 'intended', 'to', 'enhance', 'a', 'person', '’s', 'physical', 'attractiveness', ':', 'they', 'have', 'a', 'wonderful', 'handcrafted', 'line', 'of', 'natural', 'beauty', 'products', ',', 'including', 'soaps', ',', 'lip', 'balm', ',', 'scented', 'oils', ',', 'and', 'moisturizer.make', 'time', 'for', 'yourself', 'and', 'book', 'a', 'relaxing', 'beauty', 'treatment', 'in', 'our', 'first', '-', 'class', 'spa', '.']","['VERB', 'ADP', 'CCONJ', 'AUX', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'CCONJ', 'VERB', 'DET', 'VERB', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",verb adp cconj aux pron verb part verb det noun part adj noun punct pron verb det adj adj noun adp adj noun noun punct verb noun punct propn propn punct adj noun punct cconj adj noun adp pron cconj verb det verb noun noun adp pron adj punct noun noun punct,"relating to or being something intended to enhance a person’s physical attractiveness: they have a wonderful handcrafted line of natural beauty products, including soaps, lip balm, scented oils, and moisturizer.make time for yourself and book a relaxing beauty treatment in our first-class spa.verb adp cconj aux pron verb part verb det noun part adj noun punct pron verb det adj adj noun adp adj noun noun punct verb noun punct propn propn punct adj noun punct cconj adj noun adp pron cconj verb det verb noun noun adp pron adj punct noun noun punct",52
3776,male,https://www.dictionary.com/browse/male,1, relating to or being a man or boy.,"[' ', 'relating', 'to', 'or', 'being', 'a', 'man', 'or', 'boy', '.']","['SPACE', 'VERB', 'ADP', 'CCONJ', 'AUX', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",space verb adp cconj aux det noun cconj noun punct, relating to or being a man or boy.space verb adp cconj aux det noun cconj noun punct,10
3777,resident,https://www.dictionary.com/browse/resident,1,residing;  dwelling in a place.,"['residing', ';', ' ', 'dwelling', 'in', 'a', 'place', '.']","['ADJ', 'PUNCT', 'SPACE', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",adj punct space verb adp det noun punct,residing;  dwelling in a place.adj punct space verb adp det noun punct,8
3778,camp,https://www.dictionary.com/browse/camp,1,campy: camp hollywood musicals of the 1940s.,"['campy', ':', 'camp', 'hollywood', 'musicals', 'of', 'the', '1940s', '.']","['PROPN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",propn punct noun propn noun adp det noun punct,campy: camp hollywood musicals of the 1940s.propn punct noun propn noun adp det noun punct,9
3779,emergency,https://www.dictionary.com/browse/emergency,1,"granted, used, or for use in an emergency: an emergency leave; emergency lights.","['granted', ',', 'used', ',', 'or', 'for', 'use', 'in', 'an', 'emergency', ':', 'an', 'emergency', 'leave', ';', 'emergency', 'lights', '.']","['VERB', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",verb punct verb punct cconj adp noun adp det noun punct det noun noun punct noun noun punct,"granted, used, or for use in an emergency: an emergency leave; emergency lights.verb punct verb punct cconj adp noun adp det noun punct det noun noun punct noun noun punct",18
3780,minority,https://www.dictionary.com/browse/minority,1,of or relating to a minority.,"['of', 'or', 'relating', 'to', 'a', 'minority', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",adp cconj verb adp det noun punct,of or relating to a minority.adp cconj verb adp det noun punct,7
3781,mirror,https://www.dictionary.com/browse/mirror,1,"music. (of a canon or fugue) capable of being played in retrograde or in inversion, as though read in a mirror placed beside or below the music.","['music', '.', '(', 'of', 'a', 'canon', 'or', 'fugue', ')', 'capable', 'of', 'being', 'played', 'in', 'retrograde', 'or', 'in', 'inversion', ',', 'as', 'though', 'read', 'in', 'a', 'mirror', 'placed', 'beside', 'or', 'below', 'the', 'music', '.']","['NOUN', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'AUX', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",noun punct punct adp det noun cconj noun punct adj adp aux verb adp noun cconj adp noun punct sconj adv verb adp det noun verb adp cconj adp det noun punct,"music. (of a canon or fugue) capable of being played in retrograde or in inversion, as though read in a mirror placed beside or below the music.noun punct punct adp det noun cconj noun punct adj adp aux verb adp noun cconj adp noun punct sconj adv verb adp det noun verb adp cconj adp det noun punct",32
3782,pilot,https://www.dictionary.com/browse/pilot,1,serving as an experimental or trial undertaking prior to full-scale operation or use: a pilot project.,"['serving', 'as', 'an', 'experimental', 'or', 'trial', 'undertaking', 'prior', 'to', 'full', '-', 'scale', 'operation', 'or', 'use', ':', 'a', 'pilot', 'project', '.']","['VERB', 'ADP', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADV', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",verb adp det adj cconj noun noun adv adp adj punct noun noun cconj noun punct det noun noun punct,serving as an experimental or trial undertaking prior to full-scale operation or use: a pilot project.verb adp det adj cconj noun noun adv adp adj punct noun noun cconj noun punct det noun noun punct,20
3783,thinking,https://www.dictionary.com/browse/thinking,1,rational; reasoning: people are thinking animals.,"['rational', ';', 'reasoning', ':', 'people', 'are', 'thinking', 'animals', '.']","['ADJ', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'NOUN', 'PUNCT']",adj punct verb punct noun aux verb noun punct,rational; reasoning: people are thinking animals.adj punct verb punct noun aux verb noun punct,9
3784,extension,https://www.dictionary.com/browse/extension,1,of or relating to extension courses. ,"['of', 'or', 'relating', 'to', 'extension', 'courses', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",adp cconj verb adp noun noun punct,of or relating to extension courses. adp cconj verb adp noun noun punct,7
3785,prize,https://www.dictionary.com/browse/prize,1,having won a prize: a prize bull; a prize play.,"['having', 'won', 'a', 'prize', ':', 'a', 'prize', 'bull', ';', 'a', 'prize', 'play', '.']","['AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",aux verb det noun punct det noun noun punct det noun noun punct,having won a prize: a prize bull; a prize play.aux verb det noun punct det noun noun punct det noun noun punct,13
3786,command,https://www.dictionary.com/browse/command,1,"of, relating to, or for use in the exercise of command: a command car;command post.","['of', ',', 'relating', 'to', ',', 'or', 'for', 'use', 'in', 'the', 'exercise', 'of', 'command', ':', 'a', 'command', 'car;command', 'post', '.']","['ADP', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']",adp punct verb adp punct cconj adp noun adp det noun adp noun punct det noun adj noun punct,"of, relating to, or for use in the exercise of command: a command car;command post.adp punct verb adp punct cconj adp noun adp det noun adp noun punct det noun adj noun punct",19
3787,female,https://www.dictionary.com/browse/female,1,relating to or being a woman or girl.,"['relating', 'to', 'or', 'being', 'a', 'woman', 'or', 'girl', '.']","['VERB', 'ADP', 'CCONJ', 'AUX', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",verb adp cconj aux det noun cconj noun punct,relating to or being a woman or girl.verb adp cconj aux det noun cconj noun punct,9
3788,german,https://www.dictionary.com/browse/german,1,"having the same father and mother, as a full brother or sister (usually used in combination): a brother-german.","['having', 'the', 'same', 'father', 'and', 'mother', ',', 'as', 'a', 'full', 'brother', 'or', 'sister', '(', 'usually', 'used', 'in', 'combination', '):', 'a', 'brother', '-', 'german', '.']","['VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']",verb det adj noun cconj noun punct adp det adj noun cconj noun punct adv verb adp noun punct det noun punct adj punct,"having the same father and mother, as a full brother or sister (usually used in combination): a brother-german.verb det adj noun cconj noun punct adp det adj noun cconj noun punct adv verb adp noun punct det noun punct adj punct",24
3789,ice,https://www.dictionary.com/browse/ice,1,of or made of ice: ice shavings; an ice sculpture.,"['of', 'or', 'made', 'of', 'ice', ':', 'ice', 'shavings', ';', 'an', 'ice', 'sculpture', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adp cconj verb adp noun punct noun noun punct det noun noun punct,of or made of ice: ice shavings; an ice sculpture.adp cconj verb adp noun punct noun noun punct det noun noun punct,13
